sentence,words
"—¿Qué son éstos? —preguntó Harry a Ron, cogiendo un envase de ranas de chocolate—. No son ranas de verdad, ¿no?—Comenzaba a sentir que nada podía sorprenderlo.",envase
"No se detuvieron en todo el día para comer o beber. Al llegar la noche Dudley aullaba. Nunca había pasado un día tan malo en su vida. Tenía hambre, se había perdido cinco programas de televisión que quería ver y nunca había pasado tanto tiempo sin hacer estallar un monstruo en su juego de ordenador.",aullaba
"El cielo ya estaba claro cuando terminaron de hablar. Se fueron a la cama agotados, con las gargantas secas. Pero las sorpresas de aquella noche no habían terminado.",agotados
"—Pero si nos atrapan, también os expulsarán a vosotros.",expulsarán
Ron comenzó a dirigir a las piezas negras. Se movían silenciosamente cuando los mandaba. A Harry le temblaban las rodillas. ¿Y si perdían?,mandaba
"—¿Ver al profesor Dumbledore? —repitió la profesora, como si pensara que era algo inverosímil—. ¿Por qué?",inverosímil
"Salieron rápidamente y no hablaron hasta subir dos pisos. Era un alivio estar fuera del alcance del olor del trol, además del resto.",hablaron
"—Es así —dijo Firenze— a menos que lo único que necesites sea mantenerte vivo el tiempo suficiente para beber algo más, algo que te devuelva toda tu fuerza y poder, algo que haga que nunca mueras. ¿Harry Potter, sabes qué está escondido en el colegio en este preciso momento?",mantenerte
"Señaló al último y menor de sus hijos varones. Era alto, flacucho y pecoso, con manos y pies grandes y una larga nariz.",pecoso
"Dumbledore asintió con la cabeza, apesadumbrado.",apesadumbrado
"—¡Papá! —dijo de pronto Dudley—. ¡Papá, Harry ha recibido algo!",Papá
La boa constrictor volvió a señalar con la cola y Harry leyó: «Este espécimen fue criado en el zoológico».,espécimen
"Harry se movió hacia la puerta en llamas, pero Voldemort gritó: ¡ATRÁPALO! y, al momento siguiente, Harry sintió la mano de Quirrell sujetando su muñeca. De inmediato, un dolor agudo atravesó su cicatriz y sintió como si la cabeza fuera a partírsele en dos. Gritó, luchando con todas sus fuerzas y, para su sorpresa, Quirrell lo soltó. El dolor en la cabeza amainó...",partírsele
"—Ah... Resulta que tu padre me la había dejado y pensé que te gustaría tenerla. —Los ojos de Dumbledore brillaron—. Cosas útiles... Tu padre la utilizaba sobre todo para robar comida en la cocina, cuando estaba aquí.",tenerla
"—No... no sé cómo se escribe. Está bien... Voldemort. —Hagrid se estremeció—. No me lo hagas repetir. De todos modos, este... este mago, hace unos veinte años, comenzó a buscar seguidores. Y los consiguió. Algunos porque le tenían miedo, otros sólo querían un poco de su poder, porque él iba consiguiendo poder. Eran días negros, Harry. No se sabía en quién confiar, uno no se animaba a hacerse amigo de magos o brujas desconocidos... Sucedían cosas terribles. Él se estaba apoderando de todo. Por supuesto, algunos se le opusieron y él los mató. Horrible. Uno de los pocos lugares seguros era Hogwarts. Hay que considerar que Dumbledore era el único al que Quien-tú-sabes temía. No se atrevía a apoderarse del colegio, no entonces, al menos.",escribe
"—¿Quieres ir primero? ¿Estás seguro? —dijo Ron—. No sé cómo es de profundo ese lugar. Dale la flauta a Hermione, para que pueda seguir haciéndolo dormir.",haciéndolo
"—Muchísima —dijo Harry, dando un mordisco a una empanada de calabaza.",Muchísima
Podían oír las pisadas: Filch corría lo más rápido que podía hacia el lugar de donde procedían los gritos de Peeves.,pisadas
"Y Harry, sin lamentar tener que dejar de hablar con el chico, bajó del escabel.",lamentar
"A Harry le escocían los ojos de las ráfagas de aire frío, pero los mantuvo muy abiertos. En una ocasión, le pareció ver un estallido de fuego al final del pasillo y se dio la vuelta para ver si era un dragón, pero era demasiado tarde. Iban cada vez más abajo, pasando por un lago subterráneo en el que había gruesas estalactitas y estalagmitas saliendo del techo y del suelo.",escocían
"—Nada —mintió Harry. Se detuvieron a comprar pergamino y plumas. Harry se animó un poco cuando encontró un frasco de tinta que cambiaba de color al escribir. Cuando salieron de la tienda, preguntó:",mintió
"—¿Cómo llegaste aquí? —preguntó Harry; mirando alrededor, buscando otro bote.",llegaste
—Es lunes —dijo a su madre—. Mi programa favorito es esta noche. Quiero ir a algún lugar donde haya un televisor.,lunes
"Wood los hacia trabajar más duramente que nunca. Ni siquiera la lluvia constante que había reemplazado a la nieve podía doblegar su ánimo. Los Weasley se quejaban de que Wood se había convertido en un fanático, pero Harry estaba de acuerdo con Wood. Si ganaban el próximo partido contra Hufflepuff, podrían alcanzar a Slytherin en el campeonato de las casas, por primera vez en siete años. Además de que deseaba ganar; Harry descubrió que tenía menos pesadillas cuando estaba cansado por el ejercicio.",doblegar
"Los ojos de Ron se perdieron en las ranas de chocolate, que esperaban que las desenvolvieran.",desenvolvieran
"Harry se sintió muy aliviado al descubrir que no estaba mucho más atrasado que los demás. Muchos procedían de familias muggle y, como él, no tenían ni idea de que eran brujas y magos. Había tantas cosas por aprender que ni siquiera un chico como Ron tenía mucha ventaja.",ventaja
—Estaba tratando de averiguar cómo hechizar a Dudley.,hechizar
Hermione dio un salto. No estaba tan excitada desde que le dieron la nota de su primer trabajo.,excitada
"El problema era que, a menudo, ocurrían cosas extrañas cerca de Harry y no conseguía nada con decir a los Dursley que él no las causaba.",ocurrían
"—Muy bien, muy bien. Flint casi mata al buscador de Gryffindor, cosa que le podría suceder a cualquiera, estoy seguro, así que penalti para Gryffindor; la coge Spinnet, que tira, no sucede nada, y continúa el juego, Gryffindor todavía en posesión de la pelota.",penalti
"El estómago de Harry se retorcía de nervios y Ron, podía verlo, estaba pálido debajo de sus pecas. Llenaron sus bolsillos con lo que quedaba de las golosinas y se reunieron con el resto del grupo que llenaba los pasillos.",Llenaron
"—No puedo creer que vayas a hacer esto, Harry.",vayas
"—Yo conozco un maleficio cuando lo veo, Hagrid. Lo he leído todo sobre ellos. ¡Hay que mantener la vista fija y Snape ni pestañeaba, yo lo vi!",fija
"—Sigues siendo famoso —dijo Ron, con sonrisa burlona.",Sigues
"—Pero ¿qué sucedió con Vol... perdón, quiero decir con Quien-usted-sabe?",perdón
Y se desplomó en el suelo.,desplomó
"—Regalos de tus amigos y admiradores —dijo Dumbledore, radiante—. Lo que sucedió en las mazmorras entre tú y el profesor Quirrell es completamente secreto, así que, naturalmente, todo el colegio lo sabe. Creo que tus amigos, los señores Fred y George Weasley, son responsables de tratar de enviarte un inodoro. No dudo que pensaron que eso te divertiría. Sin embargo, la señora Pomfrey consideró que no era muy higiénico y lo confiscó.",Regalos
"»Quien-tú-sabes los mató. Y entonces... y ése es el verdadero misterio del asunto... también trató de matarte a ti. Supongo que quería hacer un trabajo limpio, o tal vez, para entonces, disfrutaba matando. Pero no pudo hacerlo. ¿Nunca te preguntaste cómo te hiciste esa marca en la frente? No es un corte común. Sucedió cuando una poderosa maldición diabólica te tocó. Fue la que terminó con tu madre, tu padre y la casa, pero no funcionó contigo, y por eso eres famoso, Harry. Nadie a quien él hubiera decidido matar sobrevivió, nadie excepto tú, y eso que acabó con algunas de las mejores brujas y de los mejores magos de la época (los McKinnons, los Bones, los Prewetts...) y tú eras muy pequeño. Pero sobreviviste.",maldición
"—Aquí es donde te dejo —murmuró Firenze, mientras Hagrid corría a examinar al unicornio—. Ya estás a salvo.",examinar
"—Lo que están diciendo —insistió— es que la pasada noche Voldemort apareció en el valle de Godric. Iba a buscar a los Potter. El rumor es que Lily y James Potter están... están... bueno, que están muertos.",Godric
"Lo último que Harry vio, antes de que el sombrero le tapara los ojos, fue el comedor lleno de gente que trataba de verlo bien. Al momento siguiente, miraba el oscuro interior del sombrero. Esperó.",tapara
—Tres días. El señor Ronald Weasley y la señorita Granger estarán muy aliviados al saber que has recuperado el conocimiento. Han estado sumamente preocupados.,aliviados
"Cinco minutos. Harry oyó algo que crujía afuera. Esperó que no fuera a caerse el techo, aunque tal vez hiciera más calor si eso ocurría. Cuatro minutos. Tal vez la casa de Privet Drive estaría tan llena de cartas, cuando regresaran, que podría robar una.",crujía
"—Cuando lo adoptamos, juramos que íbamos a detener toda esa porquería —dijo tío Vernon—. ¡Juramos que la íbamos a sacar de él! ¡Un mago, ni más ni menos!",adoptamos
"—Oh, Neville —oyó que suspiraba la anciana.",suspiraba
"—Quiero decir, después de esta evidente y asquerosa falta...",asquerosa
"Wood buscó en la caja y sacó la última pelota. Comparada con las otras, era pequeña, del tamaño de una nuez grande. Era de un dorado brillante y con pequeñas alas plateadas.",Comparada
La profesora McGonagall resopló enfadada.,resopló
"Se volvió para sonreír al gato, pero éste ya no estaba. En su lugar, le dirigía la sonrisa a una mujer de aspecto severo que llevaba gafas de montura cuadrada, que recordaban las líneas que había alrededor de los ojos del gato. La mujer también llevaba una capa, de color esmeralda. Su cabello negro estaba recogido en un moño. Parecía claramente disgustada.",sonreír
"Siguieron a la profesora McGonagall a través de un camino señalado en el suelo de piedra. Harry podía oír el ruido de cientos de voces, que salían de un portal situado a la derecha (el resto del colegio debía de estar allí), pero la profesora McGonagall llevó a los de primer año a una pequeña habitación vacía, fuera del vestíbulo. Se reunieron allí, más cerca unos de otros de lo que estaban acostumbrados, mirando con nerviosismo a su alrededor.",portal
—Nunca se lo he preguntado —dijo con delicadeza Nick Casi Decapitado.,delicadeza
—Es lo que parece —dijo Dumbledore—. Tenemos mucho que agradecer. ¿Le gustaría tomar un caramelo de limón?,agradecer
—¡Castigo! —gritaba—. ¡Y veinte puntos menos para Slytherin! Vagando en medio de la noche... ¿Cómo te atreves...?,Vagando
"Mientras tanto, en los vestuarios, Harry y el resto del equipo se estaban cambiando para ponerse las túnicas color escarlata de quidditch (Slytherin jugaba de verde).",vestuarios
"—Sí —dijo el muchacho apesadumbrado—. Bueno, si la veis...",veis
"Algo realmente extraordinario tenía que haber en aquella cámara de máxima seguridad, Harry estaba seguro, y se inclinó anhelante, esperando ver por lo menos joyas fabulosas, pero la primera impresión era que estaba vacía. Entonces vio el sucio paquetito, envuelto en papel marrón, que estaba en el suelo. Hagrid lo cogió y lo guardó en las profundidades de su abrigo. A Harry le hubiera gustado conocer su contenido, pero sabía que era mejor no preguntar.",fabulosas
"Entonces lo miraron, sonriendo. Y lentamente, Harry fue observando los rostros de las otras personas, y vio otro par de ojos verdes como los suyos, otras narices como la suya, incluso un hombre pequeño que parecía tener las mismas rodillas nudosas de Harry. Estaba mirando a su familia por primera vez en su vida.",nudosas
—Hum... ¿Tío Vernon?,Hum
"Le sirvió las salchichas a Harry, el cual estaba tan hambriento que pensó que nunca había probado algo tan maravilloso, pero todavía no podía quitarle los ojos de encima al gigante. Por último, como nadie parecía dispuesto a explicar nada, dijo:",sirvió
"Chillando de dolor; el trol se agitó y sacudió su bastón, con Harry colgado de su cuello y luchando por su vida. En cualquier momento el monstruo lo destrozaría, o le daría un golpe terrible con el bastón.",Chillando
"Los Dursley hablaban a menudo sobre Harry de aquella manera, como si no estuviera allí, o más bien como si pensaran que era tan tonto que no podía entenderlos, algo así como un gusano.",pensaran
—O las dos cosas —opinó Harry,opinó
"Ron y Hermione discutieron durante todo el camino hacia la clase de Herbología y, al final, Hermione aceptó ir a la cabaña de Hagrid con ellos durante el recreo de la mañana. Cuando al final de las clases sonó la campana del castillo, los tres dejaron sus trasplantadores y corrieron por el parque hasta el borde del bosque. Hagrid los recibió, excitado y radiante.",discutieron
"Tras la cena, los tres se sentaron en la sala común, lejos de todos. Nadie los molestó: después de todo, ninguno de los de Gryffindor hablaba con Harry, pero ésa fue la primera noche que no le importó. Hermione revisaba sus apuntes, confiando en encontrar algunos de los encantamientos que deberían conjurar. Harry y Ron no hablaban mucho. Ambos pensaban en lo que harían.",importó
—Está bien —rezongó Harry—. Ya me levanto.,levanto
—¡Neville! —estalló Ron—. ¡Apártate de ese agujero y no seas idiota!,Apártate
—¿Por qué vais a Londres? —preguntó Harry tratando de mantener el tono amistoso.,amistoso
La gente los miraba más que nunca en el tren. Hagrid ocupó dos asientos y comenzó a tejer lo que parecía una carpa de circo color amarillo canario.,carpa
"Dio una palmada. En un instante, los adornos verdes se volvieron escarlata; los de plata, dorados, y la gran serpiente se desvaneció para dar paso al león de Gryffindor. Snape estrechaba la mano de la profesora McGonagall, con una horrible sonrisa forzada en su cara. Captó la mirada de Harry y el muchacho supo de inmediato que los sentimientos de Snape hacia él no habían cambiado en absoluto. Aquello no lo preocupaba. Parecía que la vida iba a volver a la normalidad en el año próximo, o a la normalidad típica de Hogwarts.",adornos
—Repite eso —dijo.,Repite
Otro gruñido. Harry interpretó que quería decir sí.,interpretó
"Harry la vio. En un arrebato de excitación se lanzó hacia abajo, detrás del destello dorado. El buscador de Slytherin, Terence Higgs, también la había visto. Nariz con nariz, se lanzaron hacia la snitch... Todos los cazadores parecían haber olvidado lo que debían hacer y estaban suspendidos en el aire para mirar.",arrebato
"Cuando vivía con los Dursley nunca había tenido dinero para comprarse golosinas y, puesto que tenía los bolsillos repletos de monedas de oro, plata y bronce, estaba listo para comprarse todas las barras de chocolate que pudiera llevar. Pero la mujer no tenía Mars. En cambio, tenía Grageas Bertie Bott de Todos los Sabores, chicle, ranas de chocolate, empanada de calabaza, pasteles de caldero, varitas de regaliz y otra cantidad de cosas extrañas que Harry no había visto en su vida. Como no deseaba perderse nada, compró un poco de todo y pagó a la mujer once sickles de plata y siete knuts de bronce.",barras
"—No quiero presionarte, Potter; pero si alguna vez necesitamos que se capture en seguida la snitch, es ahora. Necesitamos terminar el partido antes de que Snape pueda favorecer demasiado a Hufflepuff.",presionarte
"Era un espejo magnífico, alto hasta el techo, con un marco dorado muy trabajado, apoyado en unos soportes que eran como garras. Tenía una inscripción grabada en la parte superior: Oesed lenoz aro cut edon isara cut se onotse.",trabajado
«Recibimos tu mensaje y te mandamos tu regalo de Navidad. De tío Vernon y tía Petunia.» Pegada a la nota estaba una moneda de cincuenta peniques.,Recibimos
"—Ya lo sé —respondió irritada la profesora McGonagall—. Pero ésa no es una razón para perder la cabeza. La gente se ha vuelto completamente descuidada, sale a las calles a plena luz del día, ni siquiera se pone la ropa de los muggles, intercambia rumores...",calles
"—Nos veremos pronto, espero, profesora McGonagall —dijo Dumbledore, saludándola con una inclinación de cabeza. La profesora McGonagall se sonó la nariz por toda respuesta.",saludándola
"Parecía tan peligroso, con la mitad de su bigote arrancado, que nadie se atrevió a contradecirlo. Diez minutos después se habían abierto camino a través de las puertas tapiadas y estaban en el coche, avanzando velozmente hacia la autopista. Dudley lloriqueaba en el asiento trasero, pues su padre le había pegado en la cabeza cuando lo pilló tratando de guardar el televisor, el vídeo y el ordenador en la bolsa.",arrancado
donde habitan los valientes.,habitan
Peeves cacareó.,cacareó
Malfoy sonrió con malignidad.,malignidad
"—Puedes quedarte con ella —dijo Harry, riendo ante el placer de Ron—. Hagrid, mis tíos... ¿Quién me ha enviado éste?",quedarte
—¡No! —gritó Hermione Granger—. La señora Hooch dijo que no nos moviéramos. Nos vas a meter en un lío.,moviéramos
Tío Vernon rió entre dientes.,dientes
"Ésa fue la primera vez que Hermione no pudo contestar a una pregunta de un profesor. Miraba fijamente sus zapatillas, tan rígida como una estatua.",rígida
"—¡Es una Recordadora! —explicó—. La abuela sabe que olvido cosas y esto te dice si hay algo que te has olvidado de hacer. Mirad, uno la sujeta así, con fuerza, y si se vuelve roja... oh... —se puso pálido, porque la Recordadora súbitamente se tiñó de un brillo escarlata—... es que has olvidado algo...",olvido
"—¿Por qué? —suspiró Hermione, levantándose.",levantándose
Los gnomos de Gringotts insisten en que no se han llevado nada. La cámara que se registró había sido vaciada aquel mismo día.,insisten
"—... y no debes andar por el colegio de noche. Piensa en los puntos que perderás para Gryffindor si te atrapan, y lo harán. La verdad es que es muy egoísta de tu parte.",Piensa
"—No puede ser —dijo Hagrid, con voz temblorosa—. Nada puede interferir en una escoba, excepto la poderosa magia tenebrosa... Ningún chico le puede hacer eso a una Nimbus 2.000.",tenebrosa
"Harry sintió como si se le helaran las entrañas. Miró para atrás. Sentado en un pupitre, contra la pared, estaba nada menos que Albus Dumbledore. Harry debió de haber pasado justo por su lado, y estaba tan desesperado por llegar hasta el espejo que no había notado su presencia.",helaran
—Oí hablar sobre su familia —dijo Ron en tono lúgubre—. Son algunos de los primeros que volvieron a nuestro lado después de que Quien-tú-sabes desapareció. Dijeron que los habían hechizado. Mi padre no se lo cree. Dice que el padre de Malfoy no necesita una excusa para pasarse al Lado Oscuro. —Se volvió hacia Hermione—. ¿Podemos ayudarte en algo?,hechizado
"—Quiero... —comenzó, pero tío Vernon estaba rompiendo las cartas en pedacitos ante sus ojos.",pedacitos
"—Si él quiere ir, un gran muggle como usted no lo detendrá —gruñó Hagrid—. ¡Detener al hijo de Lily y James Potter para que no vaya a Hogwarts! Está loco. Su nombre está apuntado casi desde que nació. Irá al mejor colegio de magia del mundo. Siete años allí y no se conocerá a sí mismo. Estará con jóvenes de su misma clase, lo que será un cambio. Y estará con el más grande director que Hogwarts haya tenido: Albus Dumbled...",apuntado
—¿Knuts?,Knuts
"De pronto, la gente comenzó a señalar hacia Harry por encima de las gradas. Su escoba había comenzado a dar vueltas y él apenas podía sujetarse. Entonces la multitud jadeó. La escoba de Harry dio un salto feroz y Harry quedó colgando, sujeto sólo con una mano.",sujetarse
"—¿Veis? —dijo Hermione, cuando Harry y Ron terminaron—. El perro debe de estar custodiando la Piedra Filosofal de Flamel. Seguro que le pidió a Dumbledore que se la guardase, porque son amigos y porque debe de saber que alguien la busca. ¡Por eso quiso que sacaran la Piedra de Gringotts!",guardase
"Harry vio, como si fuera a cámara lenta, que la bola se elevaba en el aire y luego comenzaba a caer. Se inclinó hacia delante y apuntó el mango de la escoba hacia abajo. Al momento siguiente, estaba ganando velocidad en la caída, persiguiendo a la bola, con el viento silbando en sus orejas mezclándose con los gritos de los que miraban. Extendió la mano y, a unos metros del suelo, la atrapó, justo a tiempo para enderezar su escoba y descender suavemente sobre la hierba, con la Recordadora a salvo.",ganando
—Diles que estás enfermo —añadió Ron.,Diles
"La luna brillaba, pero las nubes la tapaban, dejándolos en la oscuridad. Delante, Harry pudo ver las ventanas iluminadas de la cabaña de Hagrid. Entonces oyeron un grito lejano.",tapaban
"—¿Quieres que te eche una mano? —Era uno de los gemelos pelirrojos, a los que había seguido a través de la barrera de los andenes.",eche
"El interior era horrible: había un fuerte olor a algas, el viento se colaba por las rendijas de las paredes de madera y la chimenea estaba vacía y húmeda. Sólo había dos habitaciones.",algas
"—¿Qué es eso? —preguntó a tía Petunia. La mujer frunció los labios, como hacía siempre que Harry se atrevía a preguntar algo.",frunció
"Inclinó la gran cabeza desgreñada sobre Harry y le dio un beso, raspándolo con la barba. Entonces, súbitamente, Hagrid dejó escapar un aullido, como si fuera un perro herido.",desgreñada
"—Muchas gracias, Hagrid. Yo los llevaré desde aquí.",llevaré
"¡PUM! Un rugido de furia resonó desde los Gryffindors de las tribunas... Marcus Flint había cerrado el paso de Harry, para desviarle la dirección de la escoba, y éste se aferraba para no caer.",PUM
—Perdonar y olvidar. Yo digo que deberíamos darle una segunda oportunidad...,Perdonar
—Entonces ¿queríais preguntarme algo?,queríais
"Teoría mágica, Adalbert Waffling.",Adalbert
"Ron estalló. Antes de que Malfoy supiera lo que estaba pasando, Ron estaba encima de él, tirándolo al suelo. Neville vaciló, pero luego se encaramó al respaldo de su silla para ayudar.",tirándolo
"—Supongo que creeréis que sois los mejores para vencer todos los encantamientos —dijo con rabia—. ¡Ya son suficientes tonterías! Si me entero de que habéis vuelto por aquí, os quitaré otros cincuenta puntos para Gryffindor. ¡Sí, Weasley, de mi propia casa!",quitaré
"—Es algo secreto —dijo, pero de inmediato deseó no haberlo hecho, porque la profesora McGonagall se enfadó.",enfadó
"—Lo sé —murmuró Harry a través del vidrio, aunque no estaba seguro de que la serpiente pudiera oírlo—. Debe de ser realmente molesto.",oírlo
"—Oh, me alegro mucho de saber cómo se llama, es de gran ayuda —gruñó Ron, tratando de evitar que la planta trepara por su cuello.",trepara
"—Hermione, faltan siglos para los exámenes.",faltan
"Los Dursley nunca habían matado de hambre a Harry, pero tampoco le habían permitido comer todo lo que quería. Dudley siempre se servía lo que Harry deseaba, aunque no le gustara. Harry llenó su plato con un poco de todo, salvo los bombones de menta, y comenzó a comer. Todo estaba delicioso.",llenó
"—Y realmente golpea bien, un buen pase a Alicia Spinnet, el gran descubrimiento de Oliver Wood, ya que el año pasado estaba en reserva... Otra vez Johnson y... No, Slytherin ha cogido la quaffle, el capitán de Slytherin, Marcus Flint se apodera de la quaffle y allá va... Flint vuela como un águila... está a punto de... no, lo detiene una excelente jugada del guardián Wood de Gryffindor y Gryffindor tiene la quaffle... Aquí está la cazadora Katie Bell de Gryffindor; buen vuelo rodeando a Flint, vuelve a elevarse del terreno de juego y... ¡Aaayyyy!, eso ha tenido que dolerle, un golpe de bludger en la nuca... La quaffle en poder de Slytherin... Adrian Pucey cogiendo velocidad hacia los postes de gol, pero lo bloquea otra bludger, enviada por Fred o George Weasley, no sé cuál de los dos... bonita jugada del golpeador de Gryffindor, y Johnson otra vez en posesión de la quaffle, el campo libre y allá va, realmente vuela, evita una bludger, los postes de gol están ahí... vamos, ahora Angelina... el guardián Bletchley se lanza... no llega... ¡GOL DE GRYFFINDOR!",apodera
"—Montad en vuestras escobas, por favor.",Montad
"El dolor desapareció tan súbitamente como había aparecido. Era difícil olvidar la sensación que tuvo Harry cuando el profesor lo miró, una sensación que no le gustó en absoluto.",gustó
"Las orejas de Ron enrojecieron. Parecía pensar que había hablado demasiado, porque otra vez miró por la ventanilla.",enrojecieron
—¡WEASLEY!,WEASLEY
"Y al final, Hagrid aceptó que enviaran una lechuza para pedirle ayuda a Charlie.",enviaran
"—Aquí está —dijo finalmente Hagrid, enseñando una pequeña llave dorada.",dorada
"—Ya está —dijo tío Vernon, tratando de hablar con calma, pero arrancándose, al mismo tiempo, parte del bigote—. Quiero que estéis aquí dentro de cinco minutos, listos para irnos. Nos vamos. Coged alguna ropa. ¡Sin discutir!",arrancándose
—No —respondió en tono cortante—. ¿Por qué?,cortante
"Un joven pálido se adelantó, muy nervioso. Tenía un tic en el ojo.",adelantó
"Una historia de la magia, Bathilda Bagshot.",Bathilda
"Todo de Harry, era increíble. Los Dursley no debían saberlo, o se abrían apoderado de todo en un abrir y cerrar de ojos. ¿Cuántas veces se habían quejado de lo que les costaba mantener a Harry? Y durante todo aquel tiempo, una pequeña fortuna enterrada debajo de Londres le pertenecía.",apoderado
—Podríamos preparar té. No ha sido un viaje fácil...,Podríamos
"—Las de oro son galeones —explicó—. Diecisiete sickles de plata hacen un galeón y veintinueve knuts equivalen a un sickle, es muy fácil. Bueno, esto será suficiente para un curso o dos, dejaremos el resto guardado para ti. —Se volvió hacia Griphook—. Ahora, por favor, la cámara setecientos trece. ¿Y podemos ir un poco más despacio?",galeón
"—No tienes edad suficiente, Ginny Ahora estáte quieta. Muy bien, Percy, tú primero.",estáte
"«Boa Constrictor, Brasil.»",Boa
"Cuando llegó el correo, tío Vernon, que parecía hacer esfuerzos por ser amable con Harry, hizo que fuera Dudley. Lo oyeron golpear cosas con su bastón en su camino hasta la puerta. Entonces gritó.",golpear
"Con la ayuda de los gemelos, el baúl de Harry finalmente quedó en un rincón del compartimiento.",ayuda
"Era lo último que querían hacer; pero ¿qué opción les quedaba? Volvieron a toda velocidad hasta la puerta y dieron la vuelta a la llave, resoplando de miedo. Harry empujó la puerta y entraron corriendo.",Volvieron
"—¡Mirad! —dijo Malfoy, agachándose y recogiendo algo de la hierba—. Es esa cosa estúpida que le mandó la abuela a Longbottom.",recogiendo
"—Yo... yo sé que no puedo quedarme con él para siempre, pero no puedo echarlo, no puedo.",echarlo
"Se acercó a un caballero negro y levantó la mano para tocar el caballo. De inmediato, la piedra cobró vida. El caballo dio una patada en el suelo y el caballero se levantó la visera del casco, para mirar a Ron.",cobró
—Ven aquí —repitió Quirrell—. Mira en el espejo y dime lo que ves.,dime
"Pero lo que eran no lo supieron. Hermione había retrocedido hasta el retrato de la Dama Gorda, para volver; y descubrió que la tela estaba vacía. La Dama Gorda se había ido a una visita nocturna y Hermione estaba encerrada, fuera de la torre de Gryffindor.",retrocedido
"—Seguidme los dos —dijo la profesora McGonagall. Avanzaron por el pasillo, Wood mirando a Harry con curiosidad.",Avanzaron
"J.K. Rowling, 1997",Rowling
Besó a Percy en la mejilla y el muchacho se fue. Luego se volvió hacia los gemelos.,Besó
—Y tú podrás preguntarle a tus padres si saben quién es Flamel —dijo Ron—. Preguntarle a ellos no tendrá riesgos.,Preguntarle
"—¡P de prefecto! Pruébatelo, Percy, vamos, todos nos lo hemos puesto, hasta Harry tiene uno.",Pruébatelo
—¿Podemos hablar ahora? —dijo Ron con malhumor. Hermione hizo caso omiso de él.,malhumor
Harry se levantó el flequillo para enseñarle la luminosa cicatriz. Ron la miró con atención.,enseñarle
"Se oyó un golpe en la puerta del compartimiento, y entró el muchacho de cara redonda que Harry había visto al pasar por el andén nueve y tres cuartos. Parecía muy afligido.",afligido
Pero tío Vernon no iba a rendirse sin luchar.,rendirse
"—¿Estás bien, Harry? Te veo muy silencioso —dijo Hagrid. Harry no estaba seguro de poder explicarlo. Había tenido el mejor cumpleaños de su vida y, sin embargo, masticó su hamburguesa, intentando encontrar las palabras.",masticó
"Un anciano estaba ante ellos; sus ojos, grandes y pálidos, brillaban como lunas en la penumbra del local.",pálidos
"—Trae eso aquí, Malfoy —dijo Harry con calma. Todos dejaron de hablar para observarlos.",observarlos
"—Fuera de aquí, los dos —graznó tío Vernon, metiendo la carta en el sobre.",graznó
"Aquella vez no tuvo dudas: Hagrid decididamente evitó su mirada. Gruñó y le ofreció más pastel. Harry volvió a leer la nota. «La cámara que se registró había sido vaciada aquel mismo día.» Hagrid había vaciado la cámara setecientos trece, si puede llamarse vaciarla a sacar un paquetito arrugado. ¿Sería eso lo que estaban buscando los ladrones?",vaciado
"—¿Queréis algo del carrito, guapos?",Queréis
"—Discúlpeme, profesor Flitwick. ¿Puedo llevarme a Wood un momento?",llevarme
"Entonces, durante un entrenamiento en un día especialmente húmedo y lleno de barro, Wood les dio una mala noticia. Se había enfadado mucho con los Weasley, que se tiraban en picado y fingían caerse de las escobas.",tiraban
"Respiró profundamente, se cubrió la cara con los brazos y cruzó corriendo la habitación. Esperaba sentir picos agudos y garras desgarrando su cuerpo, pero no sucedió nada. Alcanzó la puerta sin que lo tocaran. Movió la manija, pero estaba cerrada con llave.",desgarrando
de verdad no temen el trabajo pesado.,temen
"Miró otra vez al espejo. Una mujer, justo detrás de su reflejo, le sonreía y agitaba la mano. Harry levantó una mano y sintió el aire que pasaba. Si ella estaba realmente allí, debía de poder tocarla, sus reflejos estaban tan cerca... Pero sólo sintió aire: ella y los otros existían sólo en el espejo.",existían
—¿Qué escondía detrás de la espalda? —dijo Hermione con aire pensativo.,pensativo
"Al caer la noche, la tormenta prometida estalló sobre ellos. La espuma de las altas olas chocaba contra las paredes de la cabaña y el feroz viento golpeaba contra los vidrios de las ventanas. Tía Petunia encontró unas pocas mantas en la otra habitación y preparó una cama para Dudley en el sofá. Ella y tío Vernon se acostaron en una cama cerca de la puerta, y Harry tuvo que contentarse con un trozo de suelo y taparse con la manta más delgada.",espuma
"Era tío Vernon, todavía con el rostro púrpura, todavía con bigotes y todavía con aire furioso ante la audacia de Harry, llevando una lechuza en una jaula, en una estación llena de gente común. Detrás, estaban tía Petunia y Dudley, con aire aterrorizado ante la sola presencia de Harry.",audacia
"—¡HUFFLEPUFF! —gritó otra vez el sombrero, y Susan se apresuró a sentarse al lado de Hannah.",HUFFLEPUFF
"haz que recordemos lo que olvidamos,",recordemos
—¿Dónde está el cañón? —preguntó estúpidamente.,estúpidamente
—Di «por favor».,Di
"Ron dejó escapar una débil tos, que podía estar ocultando una risita. Draco (dragón) Malfoy lo miró.",tos
