sentence,words
"Se marcharía una semana con Nola para vivir su amor por última vez, y después desaparecería.",marcharía
"Después se lanzaron al mar y se salpicaron entre risas, antes de volver a secarse al sol, tumbados sobre las amplias toallas blancas del hotel.",salpicaron
"Una luz rosada iluminaba el océano, y gritaban las bandadas de gaviotas.",rosada
—Intento mantenerme.,mantenerme
Es la llave de mi vestuario en el gimnasio de Montburry.,vestuario
El conductor bajó la ventanilla y Harry reconoció a Luther Caleb.,conductor
No están firmadas…,firmadas
—¿Le apetece un dónut?,dónut
"Escribió durante dos horas largas, las palabras venían por sí mismas, las frases se dibujaban con perfección, naturalmente, brotando de su bolígrafo, que bailaba sobre el papel.",brotando
"Existe incluso una denuncia contra él de una tal Jenny Quinn, de casada Dawn.",casada
"Hizo café, puso un disco de ópera y abrió las ventanas del salón para que lo oyese bien.",oyese
—Ignoraba que existiese un caso Kellergan.,existiese
"Colgó y se apresuró a contar a su padre que era su amigo Travis, que acababa de llamarla para invitarla a cenar en Montburry.",llamarla
¿Qué pretendes que haga en el espectáculo del instituto?,pretendes
"—¡Nola! Nola, no te enfades conmigo.",enfades
"Nola está poseída por el Maligno, hay que curarla.",poseída
Llegaba a tener crisis de náuseas e insomnio.,insomnio
"Adivinaba que eran jóvenes, entre veinticinco y treinta años, borrachos, muy agresivos.",Adivinaba
"¡Cállate, que nos van a pillar!",pillar
Fui directo al grano:,grano
"Desde que lo comentamos, escribo en un cuaderno que guardo cuidadosamente.",guardo
"De aquí a unos diez días será presentado ante un Gran Jurado que decidirá si se confirman los cargos y, por tanto, si se le juzgará.",decidirá
Ez una mujed fueda de lo común.,fueda
Los que nos desacreditaron se cubrirán de ridículo y se dirá de usted que es un gran predecesor.,desacreditaron
"—Abrázame, mi querido Harry —dijo Nola cuando estuvieron protegidos de las miradas.",Abrázame
"Conservar el ritmo, ser tenaz y respetar un orden impecable en sus asuntos: esos son los tres cancerberos que le protegerán del peor enemigo de los escritores.",tenaz
—preguntó a Jenny cuando le firmó el recibo.,recibo
"Porque perdería, y lo sabe tan bien como yo.",perdería
"Y, seguro de que mi éxito iba a durar para siempre, no me preocupaban las primeras advertencias de mi agente y de mi editor, que me instaban a que me pusiera a trabajar y empezara de inmediato a escribir mi segundo libro.",preocupaban
Había un coche que no conocía estacionado delante.,estacionado
—El país entero está levantándose contra mí.,levantándose
Acabé respondiendo como un tonto:,respondiendo
No quiero perderle.,perderle
"Recuerde la paliza que me dieron en Lowell, en aquel hangar transformado en sala de boxeo clandestina.",hangar
No debí agadazte del bazo como lo hice.,agadazte
"Primero me detienen, y pienso que es un error, cosa de unas horas, y después me encuentro encerrado aquí hasta el juicio, que tendrá lugar Dios sabe cuándo, en el que me pueden condenar a muerte.",condenar
"En el rellano, Travis Dawn, con los ojos apretados, en uniforme de gala, le presentó un ramo de rosas y recitó de un tirón:",rellano
—Quiedo decidle que la quiedo.,decidle
Dijo que quería asegurarse de recordarlo.,recordarlo
"—Harry Quebert —declaró Amy Pratt con tono ceremonioso—, déjeme presentarle a Elijah Stern, que financia generosamente este baile.",ceremonioso
"Los coches de policía y de la oficina del sheriff daban vueltas sin cesar por la ciudad; nada de policía inquietaba, demasiada policía asustaba.",inquietaba
"—Bien, recuérdeme quién es ese tipo —pregunté—.",recuérdeme
"—Cuando ella le propone huir, él sabe que no se marchará con ella.",marchará
"Siento presentarme así, pero he tenido un percance con el coche, a cincuenta metros de aquí.",percance
"Qué deleite para los invitados degustar las vieiras, almejas y las colas de bogavante mientras escuchaban la brillante conversación de Harry Quebert, mientras cogía del brazo a su radiante Jenny.",deleite
Se fijarán en esos estridentes pájaros y se dirán: «Me pregunto qué es lo que Goldman ha podido ver en ellos».,fijarán
—¿Eso cree?,cree
"Los parroquianos ya no vienen, ya no realizan donativos.",realizan
"Antes de salir del vehículo, desplegó un trozo de papel cuidadosamente guardado en su bolsillo y lo releyó rápidamente:",desplegó
"Nuestros hijos van todos al instituto municipal, nunca he tenido una carabina en mi vida y participo activamente en la campaña electoral de Barack Obama en nuestro condado.",carabina
"Además de esas fotos, había otros recuerdos de su vida en común: la invitación de su boda, el recordatorio del nacimiento de Jenny, más fotos de vacaciones, pequeñas baratijas que pensaba que ella había tirado hacía mucho tiempo.",baratijas
—¿Así que por eso planearon huir juntos?,planearon
Finalmente compré un nuevo ordenador con la esperanza de que incluyera buenas ideas y excelentes tramas.,incluyera
"Volvió a la sala el lunes siguiente, así que asistió a la tunda quincenal de Jared.",asistió
"El boxeo no miente, subir a un ring es un medio muy fiable de saber lo que uno vale: o das una paliza, o te la dan, pero no se puede mentir, ni a uno mismo, ni a los demás.",miente
¿En Marte?,Marte
—Para que disfrutase con ello.,disfrutase
"A pesar de los consejos que intentaba darme Harry, yo seguía obsesionado con esa idea: ¿cómo, a mi edad, había él sentido ese destello, ese momento de genio que le había permitido escribir Los orígenes del mal?",destello
—exclamó cuando volvíamos al coche—.,volvíamos
—¿Desnuda?,Desnuda
—Comprender.,Comprender
El señor Stern no recibe sin cita.,recibe
"Figuraba en el yearbook del año 1975 del instituto de Aurora, con el nombre de Stefanie Hendorf; se la veía dos fotografías antes de la de Nola.",Figuraba
Stern intentó eludir la pregunta.,eludir
Un escritor frustrado con un papá con suficiente dinero como para permitirle apropiarse del talento de los demás.,frustrado
"El día del intento de suicidio de Nola, fue a su casa, furiosa, porque le había dado plantón en una fiesta que había organizado.",plantón
"Me gustaría crear un sitio agradable para mí, con dos bancos, una mesa de hierro y todo rodeado de hortensias.",agradable
—¿Cómo? ¿La niñera barbuda de los Johnson era la madre?,barbuda
"—¡No, para nada! ¡Deje de acusarme de todos los males!",acusarme
En el barrio la gente empieza a murmurar… Se preguntan por qué te empeñas en seguir con ese Harry.,murmurar
"A modo de saludo, me obsequió con una palmadita en el hombro como si fuésemos viejos amigos.",saludo
"Supongo que se imaginará el escándalo si los periodistas se enteran de que uno de los libros más vendidos de los últimos cincuenta años en Estados Unidos no es el simple relato de una historia de amor, como todo el mundo imagina, sino el fruto de una relación amorosa ilegal entre un tipo de treinta y cuatro años y una chica de quince…",imaginará
Me inclinaría más por un hombre.,inclinaría
"Después me arrepiento, y me detesto, y por ese motivo me comporto aún peor.",detesto
Apuntó con su linterna al rostro del hombre y vio un arañazo en su mejilla.,arañazo
"Me suplicó, me dijo que si la policía ponía la mano en esa nota, Harry tendría graves problemas, que su carrera estaría acabada, que seguramente le encerrarían cuando no había hecho nada malo.",encerrarían
No quería arriesgarme a perderlo… Esperaba que cerrasen el caso rápidamente y que fuese Harry el acusado…,cerrasen
Espero sus cartas con impaciencia.,impaciencia
"Pero no he podido resistirme: apenas he leído sus palabras, he tenido que responderle.",resistirme
"—No se lo diga a nadie, reverendo, pero está cuajando algo entre él y mi Jenny.",cuajando
—Perdone… No le había visto.,Perdone
"Nos quedamos un momento en silencio y después preguntó, para entablar conversación:",entablar
"A pesar de tener allí una congregación en plena expansión, la llamada del mar había sido más fuerte: la comunidad de Aurora buscaba un nuevo reverendo, y él había sido el elegido.",congregación
—¿Quién ez éze?… ¿Qué quiede?,éze
—Ah.,Ah
—Nola se pegaba a sí misma durante los momentos de descompensación.,descompensación
"Si he entendido bien, cuando Nola y usted decidieron marcharse, su libro estaba casi terminado.",decidieron
"Creo que empezó a tragarse cualquier cosa sin mirar, incluidos algunos somníferos.",tragarse
¿Me oyes? ¡Famoso!,Famoso
"Me decía que el tiempo apremiaba, que era absolutamente necesario que presentara un nuevo manuscrito, y yo me dedicaba a tranquilizarle para tranquilizarme a mí mismo, asegurándole que mi segunda novela avanzaba viento en popa y que no había de qué preocuparse.",presentara
Otros se presentaban en comisaría para ofrecerse a participar en la búsqueda.,presentaban
"Y cada uno de nosotros debe preguntarse si nuestro poderoso Presidente, cuando tiene el pantalón bajado hasta las rodillas, sigue siendo nuestro poderoso Presidente.",preguntarse
"—Mamá,",Mamá
Incluso se había acondicionado un aparcamiento en el punto más alto para permitir a los turistas admirar el panorama.,panorama
"Quiero decir, una gran estrella de Nueva York que aparece en este agujero…",aparece
Se las apañará muy bien.,apañará
"—Nola —la reprendió dulcemente su padre—, deja al pobre señor Quebert tranquilo.",reprendió
"Y cada vez que vean gaviotas, pensarán en su libro y en toda su obra.",pensarán
"La policía dice que utilizaron un producto acelerador, tipo gasolina.",utilizaron
"La prensa lo ha deformado un poco, pero los hechos son verídicos.",verídicos
"A medida que se acercaban al hombre, Harry observó que tenía una apariencia espantosa: su cuerpo era enorme y musculoso, su rostro torcido y demacrado.",acercaban
"JOËL DICKER (Ginebra, 1985).",JOËL
Quieren aumentar la presión sobre Harry aplastándole ante la opinión pública.,aplastándole
—¿Dimitió?,Dimitió
"Es a las cinco, ¿vendrá?",vendrá
—Tomaré huevos con beicon.,Tomaré
"Helen, la mujer del sargento, era elegante y muy agradable, es decir, exactamente lo opuesto a su marido.",Helen
"Firmé el contrato, hizo saltar el tapón, puso todo perdido de champán, llenó dos copas y entregó una a Douglas y otra a mí.",saltar
"Entre las páginas de una gran enciclopedia, en mi despacho.",enciclopedia
—¿Creías que lo sabía?,Creías
Me sentía invadido por una especie de fiebre creadora que no volví a sentir jamás.,creadora
"Pero cuidado: no son las personas mismas las que inspiran, sino sus acciones.",inspiran
—¿Cómo que imposible? —preguntó molesto Gahalowood mostrándole su placa.,mostrándole
"No ha sido fácil, pero esto es lo que he encontrado: nacido en 1940, en Portland, Maine.",Portland
El resto sólo le traerá problemas».,traerá
"Así fue como se marchó a enterrarse al otro lado del país, en New Hampshire.",enterrarse
"Comparada con otras ciudades de la costa, Aurora no es particularmente atractiva.",Comparada
"En ese momento puse en marcha el maquiavélico plan que había preparado: mientras iba primero, destacado, y sintiendo que estaba llegando al límite de mis fuerzas, fingí tropezar en la pista y me tiré al suelo dando vueltas espectaculares entre gritos, aullidos del gentío y, al final, en mi caso, una pierna rota, lo que, bien es verdad, no estaba previsto pero que, al precio de una operación y dos semanas en el hospital, salvó la grandeza de mi nombre.",maquiavélico
—¿Y si la verdad perjudica a Harry?,perjudica
Douglas volvió a insistir:,insistir
"Yo replicaba: «Eso de que no es bueno no quiere decir nada: es usted el que debe ser bueno, ¿no?».",replicaba
—No olvidemos a Elijah Stern.,olvidemos
"Nos parecemos mucho, ¿sabe?, así que se lo advierto, no repita los errores que cometí.",parecemos
"Permanezca lejos de este tipo, agente.",Permanezca
"Si su hija hubiese pedido socorro, él no habría podido oír nada.",pedido
—Vivo aquí.,Vivo
"Si le queda un gramo de honestidad, escriba la verdad sobre Harry Quebert: es el cabrón más grande de la historia, un pervertido, un montón de basura y un asesino.",gramo
¡Dime que has recuperado fuerzas en Florida y que ya tienes el libro muy adelantado! Está el tipo ese del que todo el mundo habla…,Dime
Lo ziento de vedad.,vedad
"—Claro que no, ¡se la va a menear pensando en esa chiquilla!",menear
Miró los millones de trazos que estriaban el paisaje y giró sobre sí mismo.,estriaban
"Luther Caleb, injustamente acusado del asesinato de Nola Kellergan, era ante todo un escritor genial cuyo talento era completamente ignorado.",injustamente
"Así que era necesario que sus amigas los viesen juntos antes del baile para que el rumor se extendiese por Aurora y, esa noche, fuesen la atracción de la velada.",extendiese
El único que me apoyaba de manera incondicional era Jared: leía mis cuentos con pasión al salir de mi impresora y los volvía a leer cuando aparecían en la revista.,apoyaba
No podía imaginarme que un acontecimiento dramático cambiaría las tornas.,dramático
Jenny le vio subirse al coche y marcharse disparado.,subirse
Quería que hablasen de mí.,hablasen
"Eso significaría que no podría usted hablar de madres, de padres, de perros o de pilotos de avión, ni de la Revolución Rusa, porque no es usted ni madre, ni padre, ni perro, ni piloto de avión y no ha conocido la Revolución Rusa.",significaría
—¡Claro que seguirás siendo escritor! ¡Enviaremos el manuscrito a Nueva York por correo! ¡Me encanta tu nueva novela!,seguirás
"Quizás una noche de 1964, cuando un joven es desfigurado por una banda de gamberros borrachos y uno de ellos, presa de remordimientos, se esfuerza en aliviar su conciencia acercándose secretamente a su víctima.",gamberros
"En mi vida sólo tenía a Harry y, curiosamente, la cuestión no era saber si era culpable o no de lo que se le acusaba; la respuesta no cambiaba nada de la profunda amistad que le profesaba.",profesaba
Irse de Aurora y marcharse a vivir la gran vida en California.,California
—Lo ignodo.,ignodo
"Es usted diestro, pero en posición de defensa es siempre su puño izquierdo el que está adelantado: el primer directo aturde a su adversario, seguido de un poderoso gancho de derecha que le tumba.",diestro
"En secreto, esperaba que él respondiese: «Tienes razón, Jenny, mi amor, vayamos juntos para besarnos bajo el sol poniente».",respondiese
—Quiere decir que no está prohibido que se quede.,quede
¿Quiere alquilarla por una noche?,alquilarla
—No debe excusarse —respondió—.,excusarse
"El lunes que Harry apareció en la sala, yo estaba ocupado trabajando mi posición de defensa frente a un espejo.",ocupado
"Nola decía que lo adoraba, pero nada podía calmarme.",calmarme
"Mientras Harry se negaba a perder la esperanza, el capitán Rodik no podía más que constatar el fracaso de la operación policial a pesar de la amplitud de los medios desplegados.",desplegados
"Pero estaba gastando demasiado dinero, ya no podía permitírselo.",gastando
"A las veintiuna horas cuarenta y cinco, cuando el día ya no era más que un halo que flotaba por encima del horizonte, Rodik pidió a Pratt que interrumpiera la búsqueda durante la noche.",flotaba
"Mientras yacía en el suelo, uno de los agresores exclamó: «¿Quién quiere echar un partido de fútbol?",agresores
Es importante que comas bien.,comas
"En un estado tan libertario, su divisa VIVIR LIBRE O MORIR estampada en las matrículas de los coches que me adelantaban en la autopista resumía perfectamente ese poderoso sentimiento de libertad que me había invadido cada vez que había visitado Aurora.",libertario
¿Vas a ayudar a un amigo o estás huyendo de Nueva York?,ayudar
"Nos habíamos citado a las siete de la tarde, y recuerdo estar esperándola y que no aparecía.",citado
"A lo largo de los dos días siguientes, me dediqué a interrogar a todas las personas que, de una u otra forma, hubiesen podido conocer a Nola.",interrogar
—¿Contratarte? Pero ¿contratarte para hacer qué?,contratarte
Creo que ni siquiera sé de lo que hablo.,hablo
"Son carroñeros, Goldman.",carroñeros
Se había dado cuenta de que incluso habían bromeado sobre ella.,bromeado
"Sé que solía dibujarlas a escondidas, en lugares públicos.",dibujarlas
"Cada vez que se acercaba a él, sentía cómo un suave escalofrío atravesaba su cuerpo.",escalofrío
Atravesó sigilosamente el aparcamiento y subió la escalera exterior.,sigilosamente
Viernes 4 de julio de 1975,Viernes
"Con estas palabras, Gahalowood se levantó de su silla para darme a entender que había acabado conmigo.",entender
"Y esos dos bancos, desde los que poder ver a la vez el mar y las magníficas flores.",magníficas
"Jugaba con las olas y corría por la arena con el pelo suelto; reía, estaba feliz de vivir.",Jugaba
"Había conservado las gafas de protección sobre sus ojos, como si debiera estar listo para volver a su moto en cualquier momento, y todavía se podía escuchar la ensordecedora música como ruido de fondo.",conservado
—¡Gaviotas! ¡Ponga gaviotas en su novela!,Gaviotas
"Cuando me harté del gran ballet de la justicia en la pequeña pantalla, me marché a correr.",harté
Decía que las óperas más bonitas eran las historias de amor tristes.,óperas
Debo poder concentrarme en mi libro.,concentrarme
"Lo peor fue lo de la tómbola, cuando Harry ganó el primer premio.",ganó
Acabó comprendiendo lo que había pasado.,comprendiendo
Intentó tranquilizarse y articuló lentamente:,articuló
Tamara le entregó su nota detallada y estuvo a punto de ahogarse al leerla: ascendía a más de quinientos dólares.,detallada
"Durante la persecución, Travis consiguió que el coche del ayudante del sheriff se saliese de la carretera de un bandazo.",bandazo
¿Cómo pude equivocarme hasta ese punto?,equivocarme
"Con el dinero que gane en el juicio, pagaré generosamente a un joven escritor lleno de ambición para contar la historia de Marcus Goldman, o de cómo un tipo prometedor pero lleno de buenos sentimientos torpedeó su carrera y su futuro.",prometedor
Quiso retenerla agarrándola por la muñeca.,retenerla
"En el interior de la taquilla 201 había un paquete de folios atados, acompañado por una carta manuscrita.",atados
"Según mis cálculos, oiremos hablar de él en todas partes durante una semana larga.",oiremos
—Había restos humanos y un bolso de cuero.,cuero
—No pensé que un escritor dominguero fuera a venir a ocuparla.,dominguero
Estaba histérica.,histérica
ePub base r2.1,ePub
"Nola me cogió de la mano y me dijo: «Haberte conocido ha cambiado mi vida, Harry.",Haberte
Una bandada de gaviotas atravesó el cielo; la seguimos un instante con la mirada.,seguimos
"Fue el comienzo de la serie de acontecimientos que se relatan a continuación, y sin los que la pequeña ciudad de Aurora habría seguido siendo, sin duda alguna, completamente desconocida para el resto de Estados Unidos.",relatan
"Por piedad, Harry, no quiero arriesgarme a que nos encuentren.",encuentren
"Se pasaba la vida en Aurora, observándola…",observándola
Tamara acompañó a su marido hasta las escaleras para asegurarse de que obedecía.,acompañó
"¿Sabe por qué me pasé años en la carretera, aceptando todas las conferencias que me proponían?",proponían
"Allí, Harry Quebert me contó que dos días antes, al alba, Luther le había llevado desde Aurora hasta Goose Cove cuando le dio un fuerte calambre mientras corría.",calambre
"Pasé la consigna a mis compañeros, con una descripción de su coche.",consigna
Tamara y Jenny estaban postradas en el sofá.,postradas
—¡No te hagas el inocente!,hagas
"Al escucharla relatar su vida pasada, me dije que era una superviviente.",superviviente
"—¿Cuándo me devolverá el cuerpo de mi hija, sargento?",devolverá
Y tú diriges una hamburguesería.,diriges
"Una vez terminada su explicación, Stern decretó que había perdido bastante tiempo y que el interrogatorio había terminado, y se marchó, seguido por su legión de abogados, dejando a Gahalowood mudo y con un misterio más en el caso.",legión
"Se puso en marcha rápidamente y retomó su patrulla, siguiendo el mismo camino que le llevaría a volver a pasar frente a la casa de los Quinn veinte minutos después.",retomó
"Hay un vigilante desde las veintidós hasta las siete, pero estaba absorto delante de la televisión.",veintidós
"Intenté imaginármelo treinta y tres años antes, cuando era el dinámico pastor de la parroquia de St.",imaginármelo
"No me equivoqué, porque aquella decisión cambió mi vida: el libro que escribí ese verano me convertiría en un hombre rico y famoso.",equivoqué
Que Nola y yo nos queríamos.,queríamos
"Es usted la primera persona que me presenta sus condolencias, señor Goldman.",condolencias
"A pesar de sorprenderle la propuesta, Robert no la rechazó.",sorprenderle
"Bobbo se dio cuenta inmediatamente de que me estaba aburriendo, y quiso divertirme.",aburriendo
Me ha dejado como única pista un mensaje sibilino y un manuscrito inédito sobre Nola.,sibilino
"—Podría ser una foto suya —sugirió Steven, el jefe gráfico.",Steven
"Hacía un buen rato que estos habían desaparecido por el sendero cuando de pronto vio surgir de entre la maleza a una joven con el vestido desgarrado y el rostro lleno de sangre, que llegaba pidiendo ayuda y se precipitaba hacia la casa.",maleza
Contenía una carta.,Contenía
Ese camino pavimentado que parte de la terraza y lleva hasta las hortensias.,pavimentado
"Como buen Formidable, decidí que esa nueva dinámica consistiría en dejar de publicar las obras de Reinhartz y apropiarme de la portada de cada número.",consistiría
"Así que he pedido que adelantaran trabajo, por si acaso.",adelantaran
"Creo que lo que me gustaba tanto de Aurora era el estatuto particular que se me adjudicó inmediatamente: en Nueva York era un profesor de instituto que se las daba de escritor anónimo, pero en Aurora era Harry Quebert, un escritor que había venido de Nueva York para escribir su siguiente novela.",estatuto
"Está en mi bolsa, cójalo.",cójalo
"—No ponga usted esa cara, Marcus, que parece que se va a morir.",ponga
¿Por qué habría de fugarse?,fugarse
"He intentado echarle una mano, encontrar una solución, pero usted prefiere galopar sin freno y embestir contra el muro.",galopar
"En una de ellas se veía a Harry en una playa, el torso desnudo, bronceado y musculoso, estrechando contra él a la sonriente joven, que le besaba en la mejilla mientras sus gafas de sol quedaban en equilibrio enganchadas a su larga melena rubia.",bronceado
"—Qué edificante es usted, Roth.",edificante
"—Si alguien en Aurora se entera de que tuve una historia de amor con Nola Kellergan, podría ser mi ruina…",ruina
"¡De que la encerrasen! Y después, con el tiempo, las crisis se espaciaron.",encerrasen
Pero tengo prisa: Harry Quebert se pudre en prisión mientras yo estoy convencido de que no mató a Nola.,pudre
La ópera me relaja.,relaja
La música seguía tronando como ruido de fondo.,tronando
No saques las cosas de quicio.,saques
"Tamara Quinn había continuado machacando con sus consignas: sobre todo, no molestar al señor Quebert, necesitaba calma y concentración.",continuado
"Me despedí educadamente y me marché sin más, temblando y cubierto de sudor.",educadamente
La incesante música resonaba desde el 245 de Terrace Avenue: el reverendo Kellergan estaba en su casa.,incesante
"Y me han encargado un centenar, pagados por adelantado.",pagados
Le tendí un abultado sobre.,abultado
—¿Decirme qué?,Decirme
Fue él quien me enseñó la importancia de saber caer.,importancia
"Al llegar ante él, miles de preguntas empezaron a hervir en mi cabeza, pero una en especial: cuántas horas habría pasado yo en esa terraza, en el despacho de Harry, mientras el cadáver de esa chica dormía bajo tierra.",especial
"Mientras desayunaba, hojeó el periódico: sólo hablaba del suceso acaecido en Aurora.",desayunaba
"—Ya caerá, querida, estoy segura.",caerá
Desde que le conocía tenía el mismo aire sereno y confiado.,sereno
Está usted salpicando a todo el mundo.,salpicando
"Leímos después algunas declaraciones, las de los jardineros, la de Harry y sobre todo una, firmada por Tamara Quinn, que afirmaba al sargento Gahalowood haber descubierto entonces que Harry se había encaprichado de Nola pero que la prueba en la que se fundaba se había volatilizado y que, en consecuencia, nadie la había creído.",Leímos
—Porque lo llevo en la sangre…,llevo
—¡Prohibido sentarte! —gritó Tamara—.,Prohibido
El pánico empezó a apoderarse de él.,apoderarse
Pleasant.,Pleasant
"En cuanto Nola llegara, celebrarían su reencuentro y se marcharían enseguida.",celebrarían
"Le conté cómo, la noche antes, al volver de Grand Beach, me había cruzado con el pirómano.",pirómano
Había llegado a mediodía y se había bebido un vaso de leche con granadina en la barra.,granadina
El nuevo pastor Kellergan se pasó seis meses yendo por toda la parroquia de puerta en puerta para presentarse a los fieles y convencerles para que volviesen a los bancos de Mt.,convencerles
"Lo que quiero decir, Marcus, es que es usted un tipo sensacional, pero corre el peligro de apagarse si no se espabila un poco.",espabila
"—Lo crea o no, sargento, se metió bajo la mesa del despacho… y… y me abrió el pantalón, me agarró el pene y se lo metió en la boca.",pene
Pero avísela inmediatamente.,avísela
Acepté solamente para que no denunciase a Nola a la policía.,Acepté
"La radio aportaba el decorado sonoro, siempre en la misma emisora de noticias y con el volumen tan bajo que impedía comprender lo que decía el locutor.",sonoro
El teléfono es demasiado impersonal.,impersonal
"—¿Esperar a qué, sargento?",Esperar
"Desgraciadamente, no se había encontrado ninguna correspondencia en los ficheros policiales, y Gahalowood consideraba que, sin más elementos, sería difícil encontrar al culpable.",ficheros
"Seguramente se quedó vigilando hasta la mañana, para asegurarse de que Nola recogía el correo.",vigilando
"—¡Pero si la tenía! —bramó, enloquecida—.",enloquecida
—Quebert mató a la chiquilla y enterró el manuscrito junto a ella.,enterró
"Así que si la cosa va mal, si no hay libro por culpa de sus caprichos o de cualquier otra mierda que haga que me hunda, ¡sepa que le arrastraré conmigo! ¡Hasta lo más profundo!",hunda
Pero nunca había tenido valor para proponérselo.,proponérselo
"Ella respondía, pensando que se dirigía a usted, pero él interceptaba sus cartas en el buzón.",interceptaba
"Tienes que alimentarte, no estás bien.",alimentarte
"Así pues, el asesino sabe que nadie irá a molestarle.",irá
Desearía que el tiempo se detuviera.,detuviera
"¡No hay precinto, no hay prohibición! Me quedo aquí.",precinto
"¡Tan humillada! Había difundido el rumor de que lo de Harry y Jenny era algo sólido, así que imagínese la cara de la gente… Y además, Jenny estaba muy enamorada.",difundido
"—¡Porque esa noche, mientras la buscaba por el barrio, oí hablar de esa chica que habían visto ensangrentada en Side Creek Lane, y lo relacioné inmediatamente!",relacioné
"Sobre mí, sobre mi carrera… ¡ya no tengo dinero! ¡Nada! No puedo permitirme quedarme más tiempo en esta casa.",permitirme
"Como amenazaba lluvia, había abierto la puerta del garaje para protegerse.",amenazaba
Tenía unos gases terribles.,terribles
No sé cómo pudimos pasar de largo…,pudimos
"Ambas partes desfilaron delante del palacio de justicia: primero Roth, exultante, que informó de que al día siguiente —el tiempo de reunir la fianza— Harry sería un hombre libre; después apareció el fiscal, que intentó, sin convencer, explicar la lógica de sus investigaciones.",desfilaron
"Por mi parte, sólo había participado del fervor popular a través del aparato de televisión de mi despacho, en el que estaba encerrado desde hacía tres días.",participado
Miré a mi alrededor: nadie.,Miré
"La apartó con cierta brusquedad, bajó los escalones de madera que llevaban al aparcamiento y subió a su coche.",brusquedad
"Traducida con gran éxito a treinta y tres idiomas, se ha convertido en un fenómeno literario global.",idiomas
—¿Cómo que ah? Un gran escritor corteja a tu hija y tú vas y dices ah.,corteja
"Sólo hay que ver cómo hablas de él, a pesar de todos tus esfuerzos por odiarle.",hablas
—Lo ziento.,ziento
"Mientras tragaba un trozo de su perrito, pensó en algunas palabras reconfortantes que podría pronunciar, pero no tuvo tiempo de decir nada porque, en el momento en que se disponía a hablar, Nola declaró:",reconfortantes
No quería involucrarle.,involucrarle
Sus ojos se humedecieron:,humedecieron
"—No me importaría hacer bajar a Jenny, pero ha tenido una tarde difícil.",importaría
"Harry me enseñaba a convertirme en escritor, y yo hacía que se sintiese menos solo.",sintiese
Así fue como la tarde del jueves 6 de marzo de 2008 se produciría un acontecimiento que decidí olvidar inmediatamente: descubrí que Harry había tenido relaciones con una chica de quince años cuando él tenía treinta y cuatro.,produciría
"Pasé el resto del día en la biblioteca municipal, consultando los archivos e intentando tirar del hilo del pasado.",consultando
"Escribir sin parar, escribir hasta que me dolían los ojos, las muñecas, la cabeza, todo.",dolían
"Según todos, la desaparición seguía siendo un gran misterio, que el asesinato de Deborah Cooper oscurecía aún más.",oscurecía
"Así fue como el jueves siguiente, furioso, pedí a Jared que me prestara su coche y me presenté en la sala de boxeo que Harry me había indicado.",prestara
"Pregunté lo que pasaba y me ordenó que no hablara de la desaparición de Luther con nadie, y menos con la policía.",hablara
Comprendí aquello sobre todo al abrir su frigorífico.,frigorífico
El examen de los huesos lo ha confirmado.,confirmado
No debió obligarte a pagar toda tu cuenta de una sola vez.,obligarte
Él se sobresaltó al oírla.,oírla
"Me arriesgaba a quedar eclipsado, a volver a caer en el anonimato, o peor aún, a retroceder: ¿qué diría la gente cuando Marcus Goldman, alias el Formidable, antiguo capitán del equipo de lacrosse y récord en número de goles marcados en los últimos veinte años, se convirtiese en waterboy del equipo de fútbol?",eclipsado
"Partamos de esa hipótesis, entonces —sugirió Gahalowood—.",Partamos
Lo había achacado a la adolescencia.,achacado
—Puf.,Puf
"—Ahora mismo le traigo sus tostadas, señor Quebert —declaró con tono solemne antes de desaparecer en la cocina.",traigo
"Porque si a través de este último contaba el amor imposible que no llegaba a concretarse, en Las gaviotas de Aurora relataba cómo Nola le había inspirado, cómo nunca dejó de creer en él y cómo le había alentado, haciendo de él el gran escritor en que se convirtió.",concretarse
"Así que tome posesión de esta casa, nada se lo impide, y si la policía tiene la cara de venir a molestarle, le dice que hay un vacío jurídico, les menciona la Corte Suprema y les amenaza también con pedir daños y perjuicios.",perjuicios
"Durante ese verano de 1975 trabajé bastante en la tienda de mis padres, situada frente a la oficina de correos de la época.",trabajé
"Dejaste de llamar de la noche a la mañana, Marc.",Dejaste
—Entonces creo que subestima la amplitud de la obsesión de Luther.,subestima
Su padre le preparaba un chocolate caliente en el que derretía un marshmallow y encendía un fuego en la chimenea del salón.,derretía
—Ez el libdo de Quebedt…,libdo
"¡Ja, ja, ja! Hace bien.",ja
—Dicen que la receta de la Coca-Cola es secreta y que se conserva en una caja fuerte en Atlanta.,Atlanta
"Vivía una relación privilegiada con Harry Quebert; a partir de entonces, los jueves, cuando intervenía durante sus clases, mientras los demás estudiantes debían contentarse con un banal señora o señor, él me trataba de Marcus.",intervenía
"—Gracias por su hospitalidad, Marcus, pero no me voy a quedar.",hospitalidad
"Que en el fondo se conformaban con buenos sentimientos, que se enterraban en la comodidad de una vida vulgar y que se perdían sensaciones maravillosas, que son probablemente las únicas que justifican la existencia.",conformaban
"Él, que lo hacía todo por ella, que se había quedado en Aurora para estar cerca de ella, y ahora venía este tío a quitársela.",quitársela
Un viejecito que llegó en coche sólo para montarle una escena.,viejecito
