word,count,example_sentence,translation
butaca,2,"Se sintió terriblemente incómodo y, tras elegir una fila al azar, se hundió en una {{c1::butaca}} para que no le vieran.",
in,2,"Antes de empezar dedicó una sonrisa resplandeciente al auditorio, y acto seguido cogió una guitarra y empezó a entonar una versión muy personal de Can’t Help Falling {{c1::in}} Love with You… El público se quedó con la boca abierta; y Harry comprendió en ese instante que el destino le había llevado a Aurora para encontrar a Nola Kellergan, el ser más extraordinario que había conocido nunca y que nunca volvería a conocer.",
tragaba,2,"Volvió precipitadamente a Goose Cove, se sentó en la terraza de la casa y, mientras {{c1::tragaba}} generosas cantidades de whisky, se puso a escribir frenéticamente: N-O-L-A, N-O-L-A, N-O-L-A.",
cantidades,2,"Volvió precipitadamente a Goose Cove, se sentó en la terraza de la casa y, mientras tragaba generosas {{c1::cantidades}} de whisky, se puso a escribir frenéticamente: N-O-L-A, N-O-L-A, N-O-L-A.",
Irse,2,¿{{c1::Irse}} de Aurora?,
borracho,2,"Quiero decir, estoy algo {{c1::borracho}}.",
acurrucó,2,Se {{c1::acurrucó}} junto a él y le atravesó la mirada con sus nítidos ojos.,
solitarios,2,"Hemingway, Melville… ¡Son los hombres más {{c1::solitarios}} del mundo!",
suicidan,2,¿Y por qué todos los escritores se {{c1::suicidan}}?,
canté,2,"Harry… Esta tarde, {{c1::canté}} para usted.",
aislar,2,"Así pues, puede calificarse de milagroso el hecho de que la casa no se viese afectada, incluso si, según la opinión del jefe de bomberos de Aurora, el milagro se debió sobre todo a la circunstancia de que el garaje fuese un edificio separado, lo que permitió {{c1::aislar}} rápidamente el incendio.",
trabajaban,2,"Mientras la policía y los bomberos {{c1::trabajaban}} en Goose Cove, Travis Dawn, que también había sido avisado, llegó a la propiedad.",
Otro,2,¿{{c1::Otro}}?,
teme,2,¿Alguien {{c1::teme}} lo que pueda descubrir sobre Nola?,
quieras,2,"Una patrulla se quedará aquí esta noche, lo {{c1::quieras}} o no.",
pasarán,2,"Si, como creo, se trata de una advertencia, eso significa que {{c1::pasarán}} más cosas.",
hallazgo,2,repitió cuando le mencioné el {{c1::hallazgo}} del mensaje.,
Vino,2,{{c1::Vino}} Travis Dawn.,
ciudadanos,2,Un puñado de buenos {{c1::ciudadanos}} que van a estudiar mi caso y decidir si las acusaciones son fundadas.,
detienen,2,"Primero me {{c1::detienen}}, y pienso que es un error, cosa de unas horas, y después me encuentro encerrado aquí hasta el juicio, que tendrá lugar Dios sabe cuándo, en el que me pueden condenar a muerte.",
derrumbando,2,Comprendí que Harry se estaba {{c1::derrumbando}}.,
aguantaría,2,"Hacía apenas una semana que estaba en prisión, era evidente que no {{c1::aguantaría}} un mes.",
solitario,2,"Porque eso es lo importante: Nola yendo a la playa y pidiéndome que no me sienta solo, que está allí por mí… En el fondo, yo siempre había sido un tipo bastante {{c1::solitario}}, y de pronto todo cambiaba.",
esforcé,2,"Era absolutamente necesario que saliese de mi cabeza… Entonces, durante toda la semana siguiente, me {{c1::esforcé}} en acercarme a Jenny para olvidarme de Nola, la misma Jenny que ahora es dueña del Clark’s.",
Hablaba,2,{{c1::Hablaba}} mucho de eso.,
sacaría,2,Él era el que la {{c1::sacaría}} de Aurora; ya no tendría que limpiar mesas cubiertas de grasa ni los baños de ese restaurante de paletos.,
Haría,2,{{c1::Haría}} carrera en Broadway y rodaría películas en California.,
películas,2,Haría carrera en Broadway y rodaría {{c1::películas}} en California.,
engañaba,2,"No se estaba inventando nada, su imaginación no la {{c1::engañaba}}: era evidente que había algo entre Harry y ella.",
inadecuado,2,"Su madre, Tamara, había dado consignas a los empleados, había prohibido expresamente hablarle y distraerle, y alguna vez se había enfadado con ella en casa porque juzgaba su comportamiento {{c1::inadecuado}}.",
representantes,2,"Era extraño que llegase tan pronto; en principio, sólo los camioneros y los {{c1::representantes}} entraban a esa hora.",
Aprovechó,2,{{c1::Aprovechó}} la hora de la comida para llevarle la carta y charlar un poco.,
olvidarla,2,"A veces, cerraba los ojos para imaginársela; después, como intentando curarse, se obligaba a mirar a Jenny con la esperanza de {{c1::olvidarla}} por completo.",
amarla,2,"Jenny era una mujer muy hermosa, ¿por qué no podría {{c1::amarla}}?",
litro,2,No se ha echado nada al estómago en todo el día aparte de {{c1::litro}} y medio de café.,
refresque,2,Deje que le traiga una limonada para que se {{c1::refresque}}.,
Tomaré,2,{{c1::Tomaré}} huevos con beicon.,
tontear,2,"Su madre, que la había visto {{c1::tontear}} en la sala, la llamó al orden: —Jenny, quiero que dejes de molestar al señor Quebert.",
sirviendo,2,"Sí, mamá, tu hija no se pasará la vida {{c1::sirviendo}} beicon y café.",
celebrarse,2,"Quién sabe, hasta podría {{c1::celebrarse}} allí la boda, ya se encargaría de convencer a Harry.",
encargaría,2,"Quién sabe, hasta podría celebrarse allí la boda, ya se {{c1::encargaría}} de convencer a Harry.",
providencial,2,Harry era un hombre {{c1::providencial}}.,
vine,2,Si te cienes al {{c1::vine}} el sábado… ¡Así no era!,
maldijo,2,Se {{c1::maldijo}}.,
academia,2,"Se había quedado en Aurora por ella: en la {{c1::academia}} de policía habían advertido sus aptitudes, le habían sugerido que apuntase más alto que la policía local.",
pueblucho,2,"Un tipo de Washington le había dicho: «Chico, no pierdas el tiempo en un {{c1::pueblucho}} perdido.",
pusiese,2,"Pero estaba esa chica que servía en el Clark’s, en Aurora, esa chica de la que siempre había estado enamorado y de la que siempre había esperado que algún día {{c1::pusiese}} sus ojos en él: Jenny Quinn.",
mecánico,2,Ella pensaba en Harry mientras secaba tazas ya secas con gesto {{c1::mecánico}}.,
Últimamente,2,{{c1::Últimamente}} se marchaba siempre sobre las cuatro; se preguntaba adónde iría con tanta regularidad.,
claros,2,Plantó sus grandes ojos {{c1::claros}} en los de él y se sintió completamente desestabilizado.,
Perdóname,2,"{{c1::Perdóname}}, Travis, tengo que ir.",
Suspiró,2,"{{c1::Suspiró}} y murmuró: Estaba pensando que, si estás libre, podríamos ir al cine a Montburry el sábado por la tarde.",
Estar,2,{{c1::Estar}} con Nola era vivir de verdad.,
deslumbrantes,2,"Esa mirada extraordinaria, esos ojos {{c1::deslumbrantes}} de vida, todavía están ahí, delante de mí… Lo mismo que sus gestos, su forma de colocarse el pelo, de morderse los labios.",
esperarla,2,Entonces empecé a {{c1::esperarla}} a la salida del instituto.,
subía,2,"La felicidad de percibirla me bastaba: la miraba hasta que {{c1::subía}} al autobús escolar, y me quedaba allí un rato, esperando a que el autobús desapareciese por la calle.",
escolar,2,"La felicidad de percibirla me bastaba: la miraba hasta que subía al autobús {{c1::escolar}}, y me quedaba allí un rato, esperando a que el autobús desapareciese por la calle.",
empezaría,2,"Me preguntó si quería dar un paseo con ella, pero le expliqué que era complicado, que la gente {{c1::empezaría}} a hablar si nos veían juntos.",
nerviosa,2,Estaba {{c1::nerviosa}} y molesta.,
crema,2,"Era su madre, Tamara, que se extrañó de la indumentaria de su hija: llevaba un resplandeciente conjunto color {{c1::crema}} que normalmente reservaba para las grandes ocasiones.",
pasarme,2,¿Crees que me gusta {{c1::pasarme}} el día sirviendo filetes?,
blancas,2,"Jenny, que jugueteaba con una botella de ketchup entre sus manos, la dejó caer torpemente al suelo: la botella se rompió y sus zapatillas {{c1::blancas}} inmaculadas se cubrieron de salpicaduras rojas.",
inquietó,2,se {{c1::inquietó}} su madre.,
provisiones,2,Y entró precipitadamente en la cocina a buscar {{c1::provisiones}}.,
Pondré,2,{{c1::Pondré}} todo lo que quieras en ese libro.,
boceto,2,Un {{c1::boceto}}.,
peleaban,2,Miraron juntos cómo las gaviotas se {{c1::peleaban}} por los trozos de pan.,
Cerca,2,{{c1::Cerca}} de la parada del autobús.,
dejasen,2,Les ha dicho a sus padres que yo iría con ella para que los padres de Teddy los {{c1::dejasen}} ir a navegar solos.,
aparcar,2,"Al {{c1::aparcar}} su coche delante de la casa, constató que el Chevrolet negro no estaba.",
amplio,2,"El lugar era {{c1::amplio}}, decorado con gusto, vigas vistas en el techo, grandes librerías en las paredes, parqué de madera lacada y amplios ventanales que ofrecían una inigualable vista al océano.",
ventanales,2,"El lugar era amplio, decorado con gusto, vigas vistas en el techo, grandes librerías en las paredes, parqué de madera lacada y amplios {{c1::ventanales}} que ofrecían una inigualable vista al océano.",
ofrecían,2,"El lugar era amplio, decorado con gusto, vigas vistas en el techo, grandes librerías en las paredes, parqué de madera lacada y amplios ventanales que {{c1::ofrecían}} una inigualable vista al océano.",
pasajes,2,"No pudo evitar imaginarse viviendo allí con Harry: desayunos de verano en la terraza, bien abrigados en invierno, acurrucados cerca de la chimenea del salón mientras él leía {{c1::pasajes}} de su nueva novela.",
irse,2,¿Para qué {{c1::irse}} a Nueva York?,
Colocó,2,"{{c1::Colocó}} la comida sobre la mesa del comedor, dispuso la vajilla que encontró en una alacena y después, cuando hubo terminado, se sentó en un sillón y esperó.",
vajilla,2,"Colocó la comida sobre la mesa del comedor, dispuso la {{c1::vajilla}} que encontró en una alacena y después, cuando hubo terminado, se sentó en un sillón y esperó.",
estrecho,2,"El sitio era más bien {{c1::estrecho}} pero bien amueblado, con un armario, un escritorio de ébano, una librería mural y un gran pupitre de madera, cubierto de hojas y bolígrafos.",
escritorio,2,"El sitio era más bien estrecho pero bien amueblado, con un armario, un {{c1::escritorio}} de ébano, una librería mural y un gran pupitre de madera, cubierto de hojas y bolígrafos.",
librería,2,"El sitio era más bien estrecho pero bien amueblado, con un armario, un escritorio de ébano, una {{c1::librería}} mural y un gran pupitre de madera, cubierto de hojas y bolígrafos.",
rotulador,2,Las primeras líneas estaban tachadas y cubiertas de {{c1::rotulador}} negro hasta hacerlas ilegibles.,
hacerlas,2,Las primeras líneas estaban tachadas y cubiertas de rotulador negro hasta {{c1::hacerlas}} ilegibles.,
ilegibles,2,Las primeras líneas estaban tachadas y cubiertas de rotulador negro hasta hacerlas {{c1::ilegibles}}.,
Llena,2,"{{c1::Llena}} de felicidad, Jenny empezó a besar la hoja y la estrechó contra su pecho.",
apresuradamente,2,"Excitada por su descubrimiento, volvió a poner {{c1::apresuradamente}} la hoja sobre el pupitre, temiendo ser sorprendida, y volvió de inmediato al salón.",
blusa,2,"Se tumbó en el sofá, levantó su falda para dejar sus muslos al aire y se desabrochó la {{c1::blusa}} para que se entrevieran sus senos.",
tibia,2,"En ese mismo instante, David Kellergan entró en el Clark’s y se sentó en la barra, donde pidió, como siempre, un gran vaso de leche {{c1::tibia}} con granadina.",
hombrecillo,2,"David Kellergan sonrió, y Tamara observó por un instante a ese {{c1::hombrecillo}} jovial, de rostro amable tocado con gafas.",
rondar,2,"Debía de {{c1::rondar}} los cincuenta, era delgado, de apariencia más bien frágil, pero irradiaba una gran fuerza.",
pronunciaba,2,"Tenía una voz tranquila y pausada, nunca {{c1::pronunciaba}} una palabra más alta que otra.",
aun,2,"Le gustaban sus sermones, {{c1::aun}} pronunciados con ese fuerte acento sureño.",
queridos,2,Eran muy {{c1::queridos}} en Aurora.,
zumos,2,"En una terraza, empachados de sol, Harry y Nola saboreaban {{c1::zumos}} de fruta.",
interpretar,2,"Decidió inventar, {{c1::interpretar}} el papel de su vida hasta el final: el de un artista dotado y respetado, harto de alfombras rojas y de la agitación neoyorquina, que había venido a tomarse el necesario descanso para su genio en una pequeña ciudad de New Hampshire.",
artista,2,"Decidió inventar, interpretar el papel de su vida hasta el final: el de un {{c1::artista}} dotado y respetado, harto de alfombras rojas y de la agitación neoyorquina, que había venido a tomarse el necesario descanso para su genio en una pequeña ciudad de New Hampshire.",
excitante,2,¡Vaya vida {{c1::excitante}} que lleva!,
iglesia,2,"Mi padre es un hombre estupendo, pero un hombre de {{c1::iglesia}}: tiene ideas muy definidas.",
dura,2,"En cuanto a mi madre, ¡es tan {{c1::dura}} conmigo!",
quinto,2,El cuarto o el {{c1::quinto}}.,
obligada,2,"Así que, como no creo en Dios, no estoy {{c1::obligada}} a querer a mi madre, ¿verdad?",
Minutos,2,"{{c1::Minutos}} más tarde, llegaron a Aurora.",
puerto,2,"Harry se detuvo en una callejuela, cerca del {{c1::puerto}}, para que Nola se uniese a su amiga Nancy y volviesen juntas.",
Ábralo,2,{{c1::Ábralo}}.,
embalaje,2,"Deshizo el {{c1::embalaje}}: era una caja de latón, pintada en azul y con la inscripción RECUERDO DE ROCKLAND, MAINE.",
besarle,2,Mi querida Nola… Sonrió y acercó su rostro para {{c1::besarle}}.,
sequedad,2,"Nola —dijo con {{c1::sequedad}}—, no es posible.",
Doy,2,{{c1::Doy}} de comer a las gaviotas porque Nola me pidió que lo hiciese.,
cansado,2,"Hemos hablado mucho, estoy {{c1::cansado}}.",
Recuerdos,2,"{{c1::Recuerdos}} de una fiesta nacional «Póngase en guardia, Marcus.",
descrito,2,"Intenté imaginármela tan hermosa como Harry me la había {{c1::descrito}}, una bonita mujer rubia, sinuosa, reina de la belleza durante sus años de instituto.",
ibas,2,Y todo el mundo sabía que {{c1::ibas}} a venir porque ya estaba anunciándolo días antes.,
visitarme,2,Repetía: «¿Ya os he dicho que Marcus viene a {{c1::visitarme}} la semana que viene?,
Llegará,2,"{{c1::Llegará}} lejos, lo sé».",
Tus,2,{{c1::Tus}} visitas le cambiaban la vida.,
estancias,2,Tus {{c1::estancias}} aquí le venían muy bien.,
hurra,2,"Por Marcus, ¡hip, hip, {{c1::hurra}}!",
Estabas,2,"{{c1::Estabas}} tan ocupado haciéndote el importante, saliendo en los periódicos y hablando en la televisión, que le abandonaste.",
cuántos,2,"Porque después de haber vendido no sé {{c1::cuántos}} millones de libros, al señor gran escritor le dio el canguelo y ya no supo qué más escribir.",
apaleado,2,"Y de pronto apareces de nuevo en Aurora, con tus ojos de perro {{c1::apaleado}}, y Harry haciendo todo lo posible por subirte la moral.",
Pobre,2,"{{c1::Pobre}} escritorcillo infeliz, ¿sobre qué vas a escribir?",
Soñaba,2,"Mírame, Marcus… {{c1::Soñaba}} con ser una estrella de cine, y no soy más que la estrella de la sartén.",
bañador,2,"Y la nueva Nola, en {{c1::bañador}}, suscitó muchas envidias.",
envidias,2,"Y la nueva Nola, en bañador, suscitó muchas {{c1::envidias}}.",
Reflexionó,2,{{c1::Reflexionó}} un instante antes de contestar.,
Salimos,2,{{c1::Salimos}} un poco.,
aparece,2,"Quiero decir, una gran estrella de Nueva York que {{c1::aparece}} en este agujero… —Jenny, tengo una pregunta que quizás te sorprenda, pero… ¿sabías que, al llegar aquí, Harry no era nadie?",
riéndose,2,"Jenny sonrió, casi {{c1::riéndose}}.",
siguiera,2,Animé a Jenny a que {{c1::siguiera}}: —Háblame de ese 4 de julio.,
juzgó,2,"No, ese no —{{c1::juzgó}} severamente Tamara—, te hace un trasero enorme.",
querrás,2,No {{c1::querrás}} que Harry piense que te atiborras.,
piense,2,No querrás que Harry {{c1::piense}} que te atiborras.,
olor,2,"Tan pronto como su hija le había informado de su cita, había ordenado que abandonara el Clark’s: estaban en plena hora punta del mediodía, el restaurante estaba lleno, pero no quería que su Jenny permaneciese ni un segundo más en medio del {{c1::olor}} a grasa que podría incrustarse en su piel y su pelo.",
aperitivo,2,"La envió a la peluquería y a la manicura, limpió la casa de arriba abajo y preparó un {{c1::aperitivo}} que consideraba delicado, por si acaso Harry quería picar algo.",
delicado,2,"La envió a la peluquería y a la manicura, limpió la casa de arriba abajo y preparó un aperitivo que consideraba {{c1::delicado}}, por si acaso Harry quería picar algo.",
picar,2,"La envió a la peluquería y a la manicura, limpió la casa de arriba abajo y preparó un aperitivo que consideraba delicado, por si acaso Harry quería {{c1::picar}} algo.",
cortejaba,2,Así que su Jenny no se había equivocado: Harry la {{c1::cortejaba}}.,
aperitivos,2,"preguntó al entrar en el salón, en el que había una mesita baja con golosinas, {{c1::aperitivos}} salados, una botella de champán y copas.",
inoportuno,2,"Ay, Bobby, mi Bobbo —respondió Tamara molesta pero esforzándose en ser amable—, eres muy {{c1::inoportuno}}, no me viene bien que andes por aquí.",
volvieses,2,Que sobre todo no {{c1::volvieses}} a casa antes de las siete.,
enterarte,2,"Ay, Bobbo, ¡tienes que {{c1::enterarte}} un poco de la vida mundana!",
mundana,2,"Ay, Bobbo, ¡tienes que enterarte un poco de la vida {{c1::mundana}}!",
ah,2,¿Cómo que {{c1::ah}}?,
pongas,2,¡Y sobre todo no te {{c1::pongas}} a contar a Harry Quebert que comemos hamburguesas como la gente corriente!,
contarte,2,"De hecho, venía pensando en {{c1::contarte}} que me ha dolido la tripa toda la tarde.",
tripa,2,"De hecho, venía pensando en contarte que me ha dolido la {{c1::tripa}} toda la tarde.",
gases,2,Tenía unos {{c1::gases}} terribles.,
encerrarme,2,Incluso he tenido que {{c1::encerrarme}} en mi despacho y ponerme a cuatro patas para tirarme pedos de lo que me dolía.,
reapareció,2,Jenny {{c1::reapareció}} con otro vestido.,
cambiarte,2,Sube a {{c1::cambiarte}}.,
case,2,¿No quieres que tu hija se {{c1::case}} bien?,
Corre,2,"{{c1::Corre}} a cambiarte, venga, en vez de decir tonterías.",
acompañó,2,Tamara {{c1::acompañó}} a su marido hasta las escaleras para asegurarse de que obedecía.,
obedecía,2,Tamara acompañó a su marido hasta las escaleras para asegurarse de que {{c1::obedecía}}.,
discutiendo,2,"Estaban los tres en el recibidor, {{c1::discutiendo}}, cuando de pronto sonó el timbre.",
antelación,2,El gran escritor llegaba con {{c1::antelación}}.,
ligero,2,Llevaba un traje de lino y un sombrero {{c1::ligero}}: se disponía a marcharse para ir a buscar a Jenny.,
mágico,2,¡Fue algo {{c1::mágico}}!,
barullo,2,Estaría usted mejor trabajando en casa que en el {{c1::barullo}} del Clark’s.,
cómodo,2,Y yo me ocuparía de que estuviese {{c1::cómodo}}.,
arrepentía,2,"Se {{c1::arrepentía}} de su sábado en Rockland: se había marchado a otro Estado con una chica de quince años, a escondidas de sus padres.",
secuestrado,2,"Si la policía los hubiese detenido, habrían podido llegar a pensar que la había {{c1::secuestrado}}.",
alejarla,2,"Esa chica iba a hacerle perder la cabeza, tenía que {{c1::alejarla}} de su vida.",
aburrido,2,Va a ser muy {{c1::aburrido}}.,
organizadora,2,"Iba de puerta en puerta en calidad de {{c1::organizadora}} del baile de verano, uno de los acontecimientos más importantes de la ciudad, que tenía lugar, ese año, el sábado 19 de julio.",
célebre,2,"En el momento en que sonó el timbre, Tamara había enviado a su hija medio desnuda y a su marido al primer piso, antes de constatar con alivio que no era su {{c1::célebre}} visitante el que esperaba ante su puerta, sino Amy Pratt, que había venido a vender boletos para la tómbola del día del baile.",
isla,2,"Ese año, el primer premio era una semana de vacaciones en un magnífico hotel en la {{c1::isla}} de Martha’s Vineyard, en Massachusetts, donde muchas estrellas pasaban las vacaciones.",
maravilla,2,"Jenny, ya más tranquila, volvió a bajar con un vestidito de verano verde que le sentaba de {{c1::maravilla}}, seguida de su padre que se había puesto un traje de tres piezas.",
rogó,2,{{c1::rogó}} Jenny.,
inspira,2,¿En quién se {{c1::inspira}} para los personajes?,
inspiran,2,"Pero cuidado: no son las personas mismas las que {{c1::inspiran}}, sino sus acciones.",
residencia,2,Al parecer la {{c1::residencia}} no había cambiado desde su llegada a Aurora.,
valla,2,El mismo color en la fachada y la misma {{c1::valla}} rodeándola.,
plantados,2,"Los rosales, entonces recién {{c1::plantados}}, se habían convertido en macizos y el cerezo que estaba ante la entrada había sido reemplazado por otro igual tras su muerte, hacía diez años.",
cerezo,2,"Los rosales, entonces recién plantados, se habían convertido en macizos y el {{c1::cerezo}} que estaba ante la entrada había sido reemplazado por otro igual tras su muerte, hacía diez años.",
mono,2,"Tras insistir un buen rato, la puerta se abrió por fin y encontré ante mí a un viejecillo minúsculo, aparentemente frágil, de cabellos y piel grises, vestido con un {{c1::mono}} de trabajo y con gafas de protección en los ojos.",
cadena,2,"En una esquina, un viejo tocadiscos portátil conectado a una {{c1::cadena}} estéreo hacía resonar clásicos del jazz.",
jazz,2,"En una esquina, un viejo tocadiscos portátil conectado a una cadena estéreo hacía resonar clásicos del {{c1::jazz}}.",
guardé,2,Estaba claro que él ignoraba mi relación con Harry y yo me {{c1::guardé}} bien de mencionarla.,
mencionarla,2,Estaba claro que él ignoraba mi relación con Harry y yo me guardé bien de {{c1::mencionarla}}.,
Preparó,2,{{c1::Preparó}} dos vasos de té helado y nos instalamos en el salón.,
dinámico,2,"Intenté imaginármelo treinta y tres años antes, cuando era el {{c1::dinámico}} pastor de la parroquia de St.",
calurosa,2,Sonrió de forma extrañamente {{c1::calurosa}}.,
novedades,2,"Toda la ciudad habla de mi hija desde hace dos semanas, todos se precipitan sobre los periódicos para conocer las últimas {{c1::novedades}}, pero no hay uno solo que venga aquí para saber cómo estoy.",
prudentes,2,"No, si eso puede ayudar a los padres a ser más {{c1::prudentes}}.",
velar,2,No supe {{c1::velar}} por mi hija.,
cuidar,2,Los padres deben {{c1::cuidar}} mucho de sus hijos.,
arreglando,2,Estaba {{c1::arreglando}} esa moto.,
Bonita,2,{{c1::Bonita}} máquina.,
congregación,2,"A pesar de tener allí una {{c1::congregación}} en plena expansión, la llamada del mar había sido más fuerte: la comunidad de Aurora buscaba un nuevo reverendo, y él había sido el elegido.",
mudanza,2,La principal razón de la {{c1::mudanza}} a New Hampshire había sido la voluntad de encontrar un lugar tranquilo para educar a Nola.,
voluntad,2,La principal razón de la mudanza a New Hampshire había sido la {{c1::voluntad}} de encontrar un lugar tranquilo para educar a Nola.,
educar,2,La principal razón de la mudanza a New Hampshire había sido la voluntad de encontrar un lugar tranquilo para {{c1::educar}} a Nola.,
segregación,2,"En aquella época, el país ardía en su interior, entre disensiones políticas, {{c1::segregación}} y guerra de Vietnam.",
quema,2,"Los acontecimientos de 1967 —los motines raciales en Saint-Quentin y la {{c1::quema}} de los barrios negros de Montclair y Detroit— los habían empujado a buscar un sitio recogido, al abrigo de toda aquella agitación.",
bajada,2,"Cuando su pequeño y decrépito coche, agotado por el peso de la caravana, había llegado hasta el borde de los grandes estanques cubiertos de nenúfares de Montburry, antes de empezar la {{c1::bajada}} hasta Aurora, David Kellergan se había felicitado por su elección.",
desaparecerían,2,"Si Dios existiera de verdad, los niños no {{c1::desaparecerían}}.",
concienzudamente,2,También me contó que su hija ahorraba {{c1::concienzudamente}} el dinero que ganaba en el Clark’s todos los sábados; decía que con ese dinero se iría a California a ser actriz.,
indignado,2,preguntó {{c1::indignado}}.,
perversión,2,"¡Quebert reemplazó {{c1::perversión}} por clase social para parecer digno, y vendió millones de ejemplares!",
vendió,2,"¡Quebert reemplazó perversión por clase social para parecer digno, y {{c1::vendió}} millones de ejemplares!",
pronunciado,2,"El reverendo Kellergan se había dejado llevar, había {{c1::pronunciado}} sus últimas palabras con un acceso de violencia que no hubiese podido sospechar de un hombre aparentemente tan frágil.",
Calló,2,{{c1::Calló}} un instante y se puso a dar vueltas por la habitación como si necesitara expulsar su cólera.,
complicada,2,Por eso la existencia se vuelve muy {{c1::complicada}} a veces.,
ayudase,2,"Fui a buscarla a su habitación para que me {{c1::ayudase}}, pero ya no estaba.",
caminado,2,"No había {{c1::caminado}} ni cien metros cuando me topé con un grupo de gente, los vecinos se estaban avisando mutuamente de que una joven ensangrentada había sido vista en Side Creek, y que estaban llegando coches de policía de toda la región y cerrando todos los accesos.",
cerrando,2,"No había caminado ni cien metros cuando me topé con un grupo de gente, los vecinos se estaban avisando mutuamente de que una joven ensangrentada había sido vista en Side Creek, y que estaban llegando coches de policía de toda la región y {{c1::cerrando}} todos los accesos.",
avisarles,2,"Me metí en la primera casa que vi para llamar a la policía y {{c1::avisarles}} de que quizás podía ser Nola… Su habitación estaba en la planta baja, señor Goldman.",
Observó,2,¿{{c1::Observó}} usted algún comportamiento extraño en su hija el verano de su desaparición?,
melancólica,2,"Sin embargo, recordaba que aquel verano, cuando las vacaciones acababan de empezar, Nola le había parecido muy {{c1::melancólica}}.",
museo,2,"Después pedí visitar la habitación de su hija; me escoltó como el vigilante de un {{c1::museo}}, ordenándome: «Sobre todo, no toque nada».",
toque,2,"Después pedí visitar la habitación de su hija; me escoltó como el vigilante de un museo, ordenándome: «Sobre todo, no {{c1::toque}} nada».",
muñecas,2,"Todo estaba allí: la cama, la estantería llena de {{c1::muñecas}}, la pequeña librería, el pupitre donde se amontonaban los bolígrafos, una larga regla metálica y hojas de papel amarillento.",
amarillento,2,"Todo estaba allí: la cama, la estantería llena de muñecas, la pequeña librería, el pupitre donde se amontonaban los bolígrafos, una larga regla metálica y hojas de papel {{c1::amarillento}}.",
Compraba,2,{{c1::Compraba}} ese papel en una papelería de Montburry —me explicó su padre cuando vio que me interesaba—.,
llevársela,2,Incluso solía {{c1::llevársela}} fuera de casa.,
hucha,2,"Mire, su {{c1::hucha}} está ahí, en la estantería, repleta —cogió un bote de galletas de un estante superior—.",
mantenerme,2,Intento {{c1::mantenerme}}.,
objetivo,2,"Salvo que, en este caso, el {{c1::objetivo}} soy yo.",
patadas,2,Porque usted me echó a {{c1::patadas}} de su despacho.,
descubra,2,Alguien que no quiere que {{c1::descubra}} la verdad con respecto a Nola.,
bastado,2,Habría {{c1::bastado}} con que conociese al asesino.,
Quizá,2,{{c1::Quizá}} mantuvieran una relación.,
enterró,2,Quebert mató a la chiquilla y {{c1::enterró}} el manuscrito junto a ella.,
confidencial,2,Es {{c1::confidencial}}.,
preocupas,2,¿Por qué no te {{c1::preocupas}} de presentarnos a una chica guapa?,
presentarnos,2,¿Por qué no te preocupas de {{c1::presentarnos}} a una chica guapa?,
excusas,2,"Entre mi libro, la gira, el próximo libro… —¡Eso no son más que {{c1::excusas}}!",
homosexualidad,2,¿Practicas la {{c1::homosexualidad}} con él?,
psiquiatra,2,¿Quieres que vayamos a un {{c1::psiquiatra}} para que te ponga en tratamiento?,
rompecabezas,2,"Necesitaba un elemento nuevo, una prueba tangible que cambiase el curso de la investigación, algo que pudiese aclarar este {{c1::rompecabezas}} absurdo que intentaba resolver y que hasta entonces se limitaba a Harry, un manuscrito y una adolescente muerta.",
brotó,2,Pronto un aluvión de ideas {{c1::brotó}} en mi cabeza.,
comunicó,2,"Cuando Roth me {{c1::comunicó}} esa decisión, estallé a través del teléfono: «Usted, que aparentemente ha estudiado Derecho, ¿puede decirme en qué fundan todas estas estupideces?».",
tensa,2,"La mañana que pasé con Roth estudiando las pruebas fue {{c1::tensa}}, sobre todo porque a medida que analizaba los documentos, repetía: «Uf, uf, uf, esto no es bueno.",
Uf,2,"La mañana que pasé con Roth estudiando las pruebas fue tensa, sobre todo porque a medida que analizaba los documentos, repetía: «{{c1::Uf}}, uf, uf, esto no es bueno.",
uf,2,"La mañana que pasé con Roth estudiando las pruebas fue tensa, sobre todo porque a medida que analizaba los documentos, repetía: «Uf, {{c1::uf}}, uf, esto no es bueno.",
excavado,2,"Hacían después un viaje en el tiempo de treinta y tres años para encontrarse en Goose Cove, donde podía verse, yaciendo en el fondo del agujero {{c1::excavado}} por la policía, un esqueleto en posición fetal.",
volatilizado,2,"Leímos después algunas declaraciones, las de los jardineros, la de Harry y sobre todo una, firmada por Tamara Quinn, que afirmaba al sargento Gahalowood haber descubierto entonces que Harry se había encaprichado de Nola pero que la prueba en la que se fundaba se había {{c1::volatilizado}} y que, en consecuencia, nadie la había creído.",
Frente,2,"{{c1::Frente}} al jurado, sí —estimó Roth—.",
estimó,2,"Frente al jurado, sí —{{c1::estimó}} Roth—.",
tinta,2,"Pero se veían, en el centro, cuatro palabras que podían leerse claramente, escritas a mano con {{c1::tinta}} azul: Adiós, mi querida Nola Roth comenzó una larga explicación.",
identificada,2,Pero ¿qué pasaría si la letra fuese {{c1::identificada}} como la de Harry?,
palideció,2,Roth {{c1::palideció}}.,
blandió,2,"Apenas entró en la sala, Roth {{c1::blandió}} el manuscrito ante las narices de Harry y exclamó: —¿Le pidió ella que la llamase mi querida Nola?",
aseguro,2,Le {{c1::aseguro}} que no es mi letra.,
